Wall time,Step,Value
1764636329.3254294,49,7.51784610748291
1764636341.862744,99,5.87510871887207
1764636354.1861596,149,4.979689598083496
1764636366.9471695,199,4.420769691467285
1764636379.409626,249,4.349754333496094
1764636391.9144323,299,4.802740097045898
1764636404.5174878,349,7.385648250579834
1764636417.485002,399,4.071856498718262
1764636429.9449134,449,4.2194318771362305
1764636442.286939,499,7.406123638153076
1764636454.747405,549,3.7622146606445312
1764636466.934056,599,6.037797927856445
1764636479.383506,649,3.981778144836426
1764636491.8057034,699,5.5060834884643555
1764636504.4719658,749,3.6591761112213135
1764636517.2481418,799,3.5862250328063965
1764636529.9195902,849,4.7630815505981445
1764636542.5397103,899,3.5554914474487305
1764636555.7462218,949,4.5707573890686035
1764636568.0544808,999,3.608675956726074
1764636731.4209814,1049,4.627021789550781
1764636743.7536504,1099,3.6056501865386963
1764636756.2038846,1149,3.554866313934326
1764636768.800624,1199,3.8928561210632324
1764636781.2667432,1249,3.6460864543914795
1764636793.858495,1299,4.349301338195801
1764636806.6313975,1349,3.8022449016571045
1764636819.1292756,1399,3.78521728515625
1764636831.8973653,1449,4.186243057250977
1764636844.441663,1499,3.933415651321411
1764636856.9020112,1549,3.5095067024230957
1764636869.576889,1599,4.867541313171387
1764636882.4208605,1649,3.5507259368896484
1764636896.4877918,1699,4.019693374633789
1764636911.511933,1749,3.6260557174682617
1764636927.355662,1799,3.906751871109009
1764636944.4747136,1849,3.6803972721099854
1764636960.6094794,1899,3.5770273208618164
1764636976.324314,1949,3.632082462310791
1764636992.5233622,1999,3.357733726501465
1764637180.04012,2049,3.858330726623535
1764637193.781284,2099,3.6263012886047363
1764637206.9554486,2149,4.182772636413574
1764637219.7183094,2199,3.457019567489624
1764637232.6054587,2249,3.545032501220703
1764637245.501032,2299,3.468294620513916
1764637258.5987775,2349,3.497124195098877
1764637271.6966746,2399,3.432589054107666
1764637284.4313416,2449,3.5477025508880615
1764637297.4138272,2499,3.546107769012451
1764637310.6663811,2549,3.5717873573303223
1764637323.2563848,2599,3.7286932468414307
1764637335.9188015,2649,3.7607829570770264
1764637349.1381903,2699,3.7203755378723145
1764637362.1442115,2749,4.146666049957275
1764637374.8897676,2799,3.9400768280029297
1764637387.7933972,2849,3.461090087890625
1764637400.981264,2899,3.436896324157715
1764637417.702482,2949,3.7502546310424805
1764637433.2667625,2999,3.6084043979644775
1764637617.7429101,3049,3.4191222190856934
1764637630.2663252,3099,3.8266701698303223
1764637642.8013325,3149,3.5303380489349365
1764637655.2630668,3199,3.9352712631225586
1764637668.109066,3249,3.44364857673645
1764637680.7186959,3299,3.7377171516418457
1764637693.383899,3349,4.509876251220703
1764637706.2483032,3399,5.91909122467041
1764637718.4829266,3449,3.646651029586792
1764637731.0776193,3499,3.5914344787597656
1764637744.3046832,3549,3.503899574279785
1764637758.4904542,3599,3.574120044708252
1764637771.274709,3649,3.5669641494750977
1764637783.8451269,3699,3.6678285598754883
1764637796.6200168,3749,3.2770230770111084
1764637809.0862393,3799,3.654141664505005
1764637821.2421024,3849,3.638929605484009
1764637833.4811463,3899,3.325495481491089
1764637846.1709838,3949,3.6736481189727783
1764637858.3993025,3999,3.626924753189087
1764638022.9731681,4049,3.4182701110839844
1764638037.6897936,4099,3.639801025390625
1764638051.581207,4149,3.5366110801696777
1764638066.425125,4199,3.582815647125244
1764638081.139209,4249,3.573601007461548
1764638094.248896,4299,3.312894821166992
1764638106.703882,4349,4.319294452667236
1764638119.356743,4399,3.625828742980957
1764638131.6037664,4449,3.9591314792633057
1764638144.1896079,4499,4.629584312438965
1764638156.9509983,4549,3.7317934036254883
1764638169.6169596,4599,3.6630749702453613
1764638181.9908412,4649,3.749427318572998
1764638194.1077204,4699,3.6390254497528076
1764638206.9922488,4749,3.4666800498962402
1764638220.433757,4799,3.339444875717163
1764638233.442871,4849,3.2741122245788574
1764638246.6066008,4899,3.5652318000793457
1764638259.608677,4949,3.8559603691101074
1764638273.0137384,4999,3.239684581756592
1764638443.0459871,5049,3.7756781578063965
1764638458.631981,5099,3.2978713512420654
1764638477.252564,5149,3.8704214096069336
1764638493.8850846,5199,3.5451736450195312
1764638510.4247944,5249,3.365023612976074
1764638528.1957505,5299,3.6453490257263184
1764638546.095091,5349,3.383084774017334
1764638565.666,5399,3.2810311317443848
1764638582.4798157,5449,3.2991743087768555
1764638597.6609974,5499,3.421006441116333
1764638612.0501578,5549,3.301499366760254
1764638626.4522917,5599,3.288562774658203
1764638639.9684305,5649,3.453953981399536
1764638653.7699108,5699,3.2179038524627686
1764638667.059527,5749,4.014920234680176
1764638680.4517274,5799,3.757582426071167
1764638694.379858,5849,3.64813232421875
1764638707.6987166,5899,3.123167037963867
1764638720.9013686,5949,3.5323433876037598
1764638733.6333978,5999,3.314983367919922
1764638902.7490053,6049,3.4923295974731445
1764638916.3697176,6099,3.390385150909424
1764638929.8235748,6149,3.581913471221924
1764638943.1555624,6199,3.6584577560424805
1764638956.6192265,6249,3.6208138465881348
1764638970.7880747,6299,3.6104981899261475
1764638985.8269749,6349,3.3855834007263184
1764639000.7235556,6399,3.3736281394958496
1764639016.0890703,6449,3.687849521636963
1764639031.4060423,6499,3.3046298027038574
1764639046.5342174,6549,3.5148816108703613
1764639061.9536877,6599,3.3745508193969727
1764639078.4776537,6649,3.722342014312744
1764639093.8412266,6699,3.123664140701294
1764639108.6736257,6749,3.5058364868164062
1764639122.0960808,6799,3.1747992038726807
1764639135.3074355,6849,3.3792388439178467
1764639148.9930992,6899,3.670186758041382
1764639161.9359424,6949,3.256431818008423
1764639174.852824,6999,3.9733595848083496
1764639333.6660705,7049,3.722155809402466
1764639346.3225572,7099,3.709649085998535
1764639359.383258,7149,3.2171521186828613
1764639371.917956,7199,3.2520055770874023
1764639385.1907742,7249,3.5827713012695312
1764639397.749938,7299,3.4733595848083496
1764639410.3881853,7349,3.265220880508423
1764639423.0028224,7399,3.174821376800537
1764639435.9023948,7449,3.601414203643799
1764639448.0568776,7499,3.0123634338378906
1764639460.872813,7549,3.4218955039978027
1764639476.7239058,7599,2.9079928398132324
1764639493.957686,7649,3.3199586868286133
1764639508.8251898,7699,3.6825265884399414
1764639523.4850423,7749,3.354719638824463
1764639539.515415,7799,3.438586711883545
1764639554.3969333,7849,3.133117198944092
1764639570.8035011,7899,3.0621042251586914
1764639588.3086524,7949,3.6542601585388184
1764639602.8649251,7999,3.5131914615631104
1764639764.2826335,8049,3.392637014389038
1764639777.183238,8099,3.2550911903381348
1764639790.725275,8149,3.3687310218811035
1764639803.8588479,8199,3.4853084087371826
1764639816.732249,8249,3.6100125312805176
1764639829.1866317,8299,3.680299758911133
1764639842.104955,8349,2.8339040279388428
1764639855.4043083,8399,3.489058494567871
1764639868.688376,8449,3.244861602783203
1764639884.723624,8499,3.1623387336730957
1764639897.7745411,8549,3.323761463165283
1764639911.0329127,8599,3.4448013305664062
1764639924.379098,8649,3.207097053527832
1764639937.5264685,8699,3.313459634780884
1764639951.1396217,8749,3.1162126064300537
1764639965.0925481,8799,4.972867965698242
1764639980.399202,8849,3.2059803009033203
1764639997.0281026,8899,4.114759922027588
1764640014.0637758,8949,3.3353919982910156
1764640028.406045,8999,3.7119855880737305
1764640206.509439,9049,2.967813491821289
1764640219.2298882,9099,3.1675076484680176
1764640232.002832,9149,3.2735280990600586
1764640245.7765067,9199,3.3031787872314453
1764640259.07908,9249,3.231039524078369
1764640272.3702178,9299,3.3024182319641113
1764640285.0003612,9349,3.2696590423583984
1764640297.0396528,9399,3.52034330368042
1764640309.7935076,9449,2.9915337562561035
1764640322.9542024,9499,3.7907779216766357
1764640335.1845636,9549,3.146131992340088
1764640347.790542,9599,3.7818636894226074
1764640361.4585128,9649,3.208308219909668
1764640374.4186213,9699,3.273566246032715
1764640387.175253,9749,4.036466598510742
1764640399.7551887,9799,3.2614858150482178
1764640413.1469004,9849,3.0417561531066895
1764640426.2982233,9899,3.4348111152648926
1764640439.2198656,9949,3.443669319152832
1764640452.7028623,9999,3.1946468353271484
1764640674.8859265,10049,2.8907201290130615
1764640688.0122657,10099,3.158355236053467
1764640700.9155118,10149,2.9586758613586426
1764640714.0481238,10199,2.97171688079834
1764640727.3297422,10249,3.150290012359619
1764640740.412794,10299,3.1451640129089355
1764640753.8557298,10349,3.0327343940734863
1764640767.084775,10399,3.2472658157348633
1764640780.3496327,10449,3.138864040374756
1764640793.1206727,10499,3.567178964614868
1764640806.2731197,10549,3.280758857727051
1764640819.1722906,10599,3.216036319732666
1764640832.4842217,10649,3.049774408340454
1764640845.3907115,10699,3.0924811363220215
1764640858.5300496,10749,3.063460111618042
1764640872.108015,10799,2.810868978500366
1764640884.9074726,10849,2.871093511581421
1764640897.2092385,10899,3.517582893371582
1764640910.6102448,10949,2.733055591583252
1764640923.9404576,10999,3.04447865486145
1764641110.7497852,11049,3.095073699951172
1764641126.358755,11099,3.296527862548828
1764641140.9317048,11149,3.1635403633117676
1764641155.988563,11199,2.769341230392456
1764641170.8100889,11249,3.431257963180542
1764641186.2291746,11299,2.857882022857666
1764641199.2318094,11349,2.915013074874878
1764641211.559935,11399,2.8598012924194336
1764641224.3529692,11449,3.22983980178833
1764641236.9698746,11499,2.974858283996582
1764641249.4513748,11549,2.9179277420043945
1764641262.291065,11599,2.8238489627838135
1764641274.4143863,11649,2.693164348602295
1764641287.3947823,11699,3.0207271575927734
1764641300.4336295,11749,2.6850385665893555
1764641313.7437541,11799,3.461270809173584
1764641326.9839194,11849,2.6642255783081055
1764641339.9371219,11899,2.89271879196167
1764641352.6444228,11949,2.6610355377197266
1764641365.4636722,11999,2.6285781860351562
1764641535.1492937,12049,2.6265251636505127
1764641552.484342,12099,2.8506760597229004
1764641568.491962,12149,2.5328471660614014
1764641585.0215623,12199,2.8338088989257812
1764641601.5949519,12249,2.7969188690185547
1764641617.7932236,12299,3.115039825439453
1764641633.3584566,12349,3.2764225006103516
1764641647.9547114,12399,2.928180694580078
1764641665.8908882,12449,2.5900022983551025
1764641682.5476851,12499,2.971367835998535
1764641697.0365565,12549,2.2834177017211914
1764641710.4111457,12599,2.662320613861084
1764641723.3975806,12649,2.808309555053711
1764641736.3212874,12699,2.8929386138916016
1764641749.387893,12749,2.7405643463134766
1764641762.7129812,12799,3.07163667678833
1764641776.201027,12849,2.2040045261383057
1764641788.9729967,12899,2.764801502227783
1764641801.698052,12949,5.655905246734619
1764641814.69974,12999,2.631377696990967
1764641984.6117637,13049,3.3967156410217285
1764641998.2539306,13099,2.772820472717285
1764642011.7069366,13149,3.243715286254883
1764642024.5580122,13199,2.7481637001037598
1764642037.5279603,13249,2.183706760406494
1764642051.0417407,13299,2.203336477279663
1764642065.4563546,13349,2.421111583709717
1764642079.6536865,13399,2.89113712310791
1764642094.6968348,13449,2.4100027084350586
1764642108.7148545,13499,2.5774645805358887
1764642124.061585,13549,2.5749711990356445
1764642141.8512163,13599,2.3363282680511475
1764642157.877048,13649,2.8598501682281494
1764642173.6962202,13699,2.6015987396240234
1764642187.9491358,13749,2.679201602935791
1764642202.1269667,13799,2.7315311431884766
1764642216.063905,13849,2.8608667850494385
1764642229.3526356,13899,2.4410483837127686
1764642242.4715247,13949,3.024423122406006
1764642255.341425,13999,3.0318918228149414
1764642416.2614257,14049,2.7728331089019775
1764642429.1023464,14099,2.551818370819092
1764642442.9395494,14149,2.4899349212646484
1764642456.3421319,14199,2.8135762214660645
1764642469.2307208,14249,2.3331305980682373
1764642482.5430768,14299,2.259791851043701
1764642495.2302713,14349,2.677738666534424
1764642507.7296534,14399,2.774322509765625
1764642520.9390488,14449,2.5126914978027344
1764642533.400877,14499,2.010326385498047
1764642546.270399,14549,2.10256290435791
1764642562.9448571,14599,2.5850284099578857
1764642579.4687989,14649,2.8147828578948975
1764642595.555735,14699,2.1604857444763184
1764642612.8406727,14749,2.7747597694396973
1764642630.1219835,14799,2.751168727874756
1764642648.5417798,14849,2.5947413444519043
1764642664.03475,14899,2.4059224128723145
1764642678.651119,14949,2.5238394737243652
1764642692.9880192,14999,2.0659542083740234
1764642857.1232414,15049,2.392976999282837
1764642870.091972,15099,2.35968279838562
1764642883.109532,15149,2.863312005996704
1764642896.2476194,15199,2.8176889419555664
1764642909.696327,15249,2.0814552307128906
1764642923.0439239,15299,2.0624871253967285
1764642936.1296299,15349,2.3734328746795654
1764642949.407476,15399,3.4527547359466553
1764642962.32637,15449,2.4069299697875977
1764642975.6322637,15499,2.7102317810058594
1764642989.0115025,15549,2.7411365509033203
1764643002.5899682,15599,2.4974236488342285
1764643015.9822173,15649,2.1125969886779785
1764643029.3391654,15699,2.3412106037139893
1764643042.508729,15749,2.002383232116699
1764643059.333233,15799,3.007216691970825
1764643075.8188605,15849,1.9944164752960205
1764643092.5366328,15899,2.8057029247283936
1764643109.9384446,15949,1.899413824081421
1764643128.6707819,15999,2.531798839569092
1764643321.429526,16049,2.471780300140381
1764643334.7407138,16099,2.1312613487243652
1764643347.3888402,16149,2.1047210693359375
1764643360.027357,16199,1.88155198097229
1764643373.0607414,16249,1.9956477880477905
1764643385.9887154,16299,2.3601975440979004
1764643399.0438936,16349,2.513003349304199
1764643411.6103745,16399,2.568377733230591
1764643424.567165,16449,2.1266543865203857
1764643437.2013776,16499,2.327889919281006
1764643450.1338453,16549,2.5952672958374023
1764643462.8313792,16599,1.9481525421142578
1764643475.4886014,16649,2.2970211505889893
1764643488.276277,16699,2.0027711391448975
1764643501.425976,16749,2.1705760955810547
1764643514.8919973,16799,2.3887524604797363
1764643527.6576254,16849,2.51786470413208
1764643540.482779,16899,2.182011604309082
1764643557.431713,16949,2.906344175338745
1764643573.5800896,16999,2.2095398902893066
1764643589.8206768,17049,2.725787401199341
1764643780.972112,17099,1.8730056285858154
1764643794.4947834,17149,2.0303239822387695
1764643807.811936,17199,3.040644645690918
1764643820.5243397,17249,2.855882167816162
1764643833.7057486,17299,1.7514064311981201
1764643847.432502,17349,2.1537303924560547
1764643860.7947671,17399,2.5397555828094482
1764643873.920126,17449,1.837702989578247
1764643886.992305,17499,2.4921693801879883
1764643900.517315,17549,2.248884916305542
1764643913.3568242,17599,2.0798468589782715
1764643926.346348,17649,2.4154224395751953
1764643939.7410624,17699,2.1573126316070557
1764643953.1334267,17749,2.895134449005127
1764643966.2571728,17799,2.340501308441162
1764643979.4610627,17849,1.7224444150924683
1764643993.0021348,17899,2.5237557888031006
1764644007.097331,17949,1.9661558866500854
1764644020.3438187,17999,2.302844524383545
1764644032.6663988,18049,1.9405832290649414
1764644265.0431502,18099,2.4584813117980957
1764644278.3534873,18149,2.5765581130981445
1764644291.172344,18199,1.90915048122406
1764644304.0826514,18249,2.0199551582336426
1764644317.6195247,18299,1.8496100902557373
1764644331.2692146,18349,2.519124984741211
1764644344.229252,18399,2.6898293495178223
1764644356.9264286,18449,1.9067084789276123
1764644370.3761234,18499,1.6176526546478271
1764644384.0740001,18549,2.092747211456299
1764644398.3550603,18599,2.4621098041534424
1764644412.0884488,18649,1.749324083328247
1764644425.7311192,18699,1.5907156467437744
1764644439.0499048,18749,2.1856346130371094
1764644451.9590514,18799,3.0283732414245605
1764644465.6757114,18849,2.5025434494018555
1764644478.9296975,18899,1.9845490455627441
1764644492.2085512,18949,1.5354688167572021
1764644505.2300909,18999,2.083336353302002
1764644518.7203047,19049,2.3189587593078613
1764644723.5487921,19099,2.167515516281128
1764644740.926874,19149,1.342103362083435
1764644756.1454215,19199,1.8764287233352661
1764644769.441102,19249,2.292306423187256
1764644782.7484024,19299,2.558065414428711
1764644796.0034127,19349,2.5317580699920654
1764644809.0863488,19399,1.9107515811920166
1764644822.4925084,19449,1.8201861381530762
1764644835.86379,19499,2.174208402633667
1764644848.5167227,19549,1.8903422355651855
1764644861.4613402,19599,1.8771480321884155
1764644874.6138783,19649,2.1874966621398926
1764644887.9764569,19699,2.4943864345550537
1764644900.8043215,19749,2.2061963081359863
1764644913.9991956,19799,2.044116973876953
1764644927.7786999,19849,1.3678233623504639
1764644940.838319,19899,2.066824436187744
1764644953.6062124,19949,2.1856799125671387
1764644967.0414267,19999,1.903348445892334
1764644979.8989606,20049,2.0482723712921143
1764645156.4211223,20099,2.2577009201049805
1764645173.7538667,20149,2.508206844329834
1764645191.2381485,20199,2.0032858848571777
1764645208.2808058,20249,2.1446268558502197
1764645225.0158157,20299,2.3041508197784424
1764645242.3243845,20349,1.9392471313476562
1764645257.737713,20399,1.5191152095794678
1764645271.901523,20449,1.7920706272125244
1764645285.7328582,20499,1.822367548942566
1764645299.130389,20549,2.1765756607055664
1764645312.6512215,20599,1.784146785736084
1764645325.3605874,20649,1.4808450937271118
1764645338.6521657,20699,1.44447922706604
1764645351.8798087,20749,2.794755458831787
1764645364.9211967,20799,2.4427754878997803
1764645378.2358277,20849,2.0336875915527344
1764645391.4136088,20899,1.8219647407531738
1764645404.3922322,20949,1.494117021560669
1764645417.215171,20999,2.077817440032959
1764645430.964111,21049,1.878652572631836
1764645600.679349,21099,1.7033382654190063
1764645616.926918,21149,1.8836658000946045
1764645634.503666,21199,2.151143789291382
1764645650.5302415,21249,1.792697548866272
1764645668.1632726,21299,1.7311525344848633
1764645686.095997,21349,1.7097833156585693
1764645703.0267394,21399,1.5057477951049805
1764645719.4456637,21449,2.139573574066162
1764645734.905896,21499,1.858001947402954
1764645748.6088066,21549,1.3010627031326294
1764645762.6921961,21599,1.3925774097442627
1764645775.8970475,21649,1.3449287414550781
1764645789.5715115,21699,2.037435531616211
1764645802.5559952,21749,1.7561976909637451
1764645815.4710364,21799,2.430987596511841
1764645829.2754602,21849,1.9603345394134521
1764645842.7552314,21899,1.8421025276184082
1764645855.8689961,21949,1.9107670783996582
1764645869.5782812,21999,2.245424509048462
1764645882.3885126,22049,1.8582278490066528
1764646048.457182,22099,1.3424186706542969
1764646062.0657454,22149,1.5641615390777588
1764646074.6742227,22199,1.9755220413208008
1764646087.8354883,22249,2.006781816482544
1764646101.097567,22299,2.11403751373291
1764646115.2731047,22349,1.4349002838134766
1764646130.1889672,22399,2.0613856315612793
1764646146.7442265,22449,1.5864750146865845
1764646161.9281101,22499,2.2803940773010254
1764646177.5321095,22549,2.433321714401245
1764646193.1256325,22599,2.09647274017334
1764646209.8136537,22649,2.1376352310180664
1764646226.8899477,22699,1.466599941253662
1764646241.5231872,22749,2.0371901988983154
1764646256.5728173,22799,1.4957120418548584
1764646269.9915047,22849,1.3860406875610352
1764646282.465295,22899,1.9147324562072754
1764646295.6459203,22949,1.712559461593628
1764646309.0327923,22999,2.192598342895508
1764646322.121943,23049,2.2352232933044434
1764646489.8260424,23099,1.9017677307128906
1764646503.152882,23149,1.626507043838501
1764646516.6604426,23199,2.000912666320801
1764646529.7985098,23249,1.8370347023010254
1764646542.7748091,23299,1.946838617324829
1764646556.3849754,23349,1.7259061336517334
1764646569.850021,23399,2.334817409515381
1764646583.0809877,23449,2.0792148113250732
1764646596.3050632,23499,2.149763822555542
1764646616.1171968,23549,1.6184680461883545
1764646634.5989776,23599,1.7713549137115479
1764646653.1911988,23649,2.179798126220703
